name,categories,amount,code,ecoinvent name
"Particulate Matter, < 2.5 um",air::urban air close to ground,2.87e-07,230d8a0a-517c-43fe-8357-1818dd12997a,"diesel production, synthetic, Fischer Tropsch process, hydrogen from wood gasification, energy allocation"
Pentane,air::urban air close to ground,1.19e-09,0b9698ec-8b52-4986-8f9f-ad30915aa00c,"diesel production, synthetic, Fischer Tropsch process, hydrogen from wood gasification, energy allocation"
Propane,air::urban air close to ground,1.99e-09,98c66fdb-091d-46e9-a533-686f821e8f6a,"diesel production, synthetic, Fischer Tropsch process, hydrogen from wood gasification, energy allocation"
Selenium IV,air::urban air close to ground,2.33e-12,a79be2ee-ac83-4328-a136-a34ba1f99089,"diesel production, synthetic, Fischer Tropsch process, hydrogen from wood gasification, energy allocation"
Styrene,air::urban air close to ground,1.11e-08,d85a44cb-8407-4997-a146-581e4f35f39d,"diesel production, synthetic, Fischer Tropsch process, hydrogen from wood gasification, energy allocation"
Sulfur dioxide,air::urban air close to ground,3.79e-07,8c52f40c-69b7-4538-8923-b371523c71f5,"diesel production, synthetic, Fischer Tropsch process, hydrogen from wood gasification, energy allocation"
Toluene,air::urban air close to ground,1.99e-10,39946c56-cdf6-4a22-9ac9-1cd333b65533,"diesel production, synthetic, Fischer Tropsch process, hydrogen from wood gasification, energy allocation"
Zinc II,air::urban air close to ground,4.04e-08,748f22a9-eba4-4726-bef5-92c7442ce189,"diesel production, synthetic, Fischer Tropsch process, hydrogen from wood gasification, energy allocation"
m-Xylene,air::urban air close to ground,1.95e-08,10571d92-ea97-4ac6-adb6-b25893a631cb,"diesel production, synthetic, Fischer Tropsch process, hydrogen from wood gasification, energy allocation"
o-Xylene,air::urban air close to ground,7.96e-09,5a6eb27d-9157-46d5-be32-92bbd543ada9,"diesel production, synthetic, Fischer Tropsch process, hydrogen from wood gasification, energy allocation"
Acetaldehyde,air::urban air close to ground,9.09e-08,5ad58fcc-e9ba-4155-a3c9-e4ffb3065a6f,"diesel production, synthetic, Fischer Tropsch process, hydrogen from wood gasification, with CCS, energy allocation"
Acrolein,air::urban air close to ground,3.52e-08,7ed6dc0d-9c2e-4046-a44b-e8a708c2081e,"diesel production, synthetic, Fischer Tropsch process, hydrogen from wood gasification, with CCS, energy allocation"
Ammonia,air::urban air close to ground,2.28e-07,9990b51b-7023-4700-bca0-1a32ef921f74,"diesel production, synthetic, Fischer Tropsch process, hydrogen from wood gasification, with CCS, energy allocation"
Arsenic ion,air::urban air close to ground,2.33e-12,f4d0a2c8-efef-4188-85da-5801097389a2,"diesel production, synthetic, Fischer Tropsch process, hydrogen from wood gasification, with CCS, energy allocation"
Benzaldehyde,air::urban air close to ground,2.72e-08,fe65f7e4-ee5b-4a6f-9d60-6c2f829dca3f,"diesel production, synthetic, Fischer Tropsch process, hydrogen from wood gasification, with CCS, energy allocation"
Benzene,air::urban air close to ground,1.39e-09,1bb6a502-3ff9-4a79-835c-5588b855f1f5,"diesel production, synthetic, Fischer Tropsch process, hydrogen from wood gasification, with CCS, energy allocation"
Butane,air::urban air close to ground,2.98e-09,892f10da-7bf2-42b3-b171-221989661a05,"diesel production, synthetic, Fischer Tropsch process, hydrogen from wood gasification, with CCS, energy allocation"
Cadmium II,air::urban air close to ground,2.02e-10,36e53653-1338-42c7-816c-f6667809e0b1,"diesel production, synthetic, Fischer Tropsch process, hydrogen from wood gasification, with CCS, energy allocation"
"Carbon dioxide, non-fossil",air::urban air close to ground,0.069708852,73ed05cc-9727-4abf-9516-4b5c0fe54a16,"diesel production, synthetic, Fischer Tropsch process, hydrogen from wood gasification, with CCS, energy allocation"
"Carbon monoxide, non-fossil",air::urban air close to ground,6.35e-05,9afa0173-ecbd-4f2c-9c5c-b3128a032812,"diesel production, synthetic, Fischer Tropsch process, hydrogen from wood gasification, with CCS, energy allocation"
Chromium III,air::urban air close to ground,6.98e-10,7705f0e1-5b14-44f4-b330-1245b5c7fc08,"diesel production, synthetic, Fischer Tropsch process, hydrogen from wood gasification, with CCS, energy allocation"
Chromium VI,air::urban air close to ground,1.4e-12,7a59e8d5-cd11-4ee7-b1ca-30979d2b0b3a,"diesel production, synthetic, Fischer Tropsch process, hydrogen from wood gasification, with CCS, energy allocation"
Copper ion,air::urban air close to ground,4.93e-10,88cde01c-df69-40bb-9b14-6eac71bea5b8,"diesel production, synthetic, Fischer Tropsch process, hydrogen from wood gasification, with CCS, energy allocation"
Dinitrogen monoxide,air::urban air close to ground,3.8e-06,6dc1b46f-ee89-4495-95c4-b8a637bcd6cb,"diesel production, synthetic, Fischer Tropsch process, hydrogen from wood gasification, with CCS, energy allocation"
Ethane,air::urban air close to ground,5.97e-10,9ea11aea-7cb7-4b38-b936-a42c2a4bac97,"diesel production, synthetic, Fischer Tropsch process, hydrogen from wood gasification, with CCS, energy allocation"
Formaldehyde,air::urban air close to ground,1.67e-07,20664d0e-24e3-4daa-8c5c-2ade6e0c2723,"diesel production, synthetic, Fischer Tropsch process, hydrogen from wood gasification, with CCS, energy allocation"
Heptane,air::urban air close to ground,5.97e-09,f4bb66f1-c78c-409f-8368-85c1205a3573,"diesel production, synthetic, Fischer Tropsch process, hydrogen from wood gasification, with CCS, energy allocation"
Lead II,air::urban air close to ground,1.21e-09,6a903634-c97f-4c49-a7c0-88f0e6ac7a23,"diesel production, synthetic, Fischer Tropsch process, hydrogen from wood gasification, with CCS, energy allocation"
Mercury II,air::urban air close to ground,1.23e-10,a850e6de-a007-432f-be7f-ce6e2cf1f2ae,"diesel production, synthetic, Fischer Tropsch process, hydrogen from wood gasification, with CCS, energy allocation"
"Methane, non-fossil",air::urban air close to ground,4.89e-08,baf58fc9-573c-419c-8c16-831ac03203b9,"diesel production, synthetic, Fischer Tropsch process, hydrogen from wood gasification, with CCS, energy allocation"
"NMVOC, non-methane volatile organic compounds",air::urban air close to ground,1.62e-06,175baa64-d985-4c5e-84ef-67cc3a1cf952,"diesel production, synthetic, Fischer Tropsch process, hydrogen from wood gasification, with CCS, energy allocation"
Nickel II,air::urban air close to ground,2.05e-10,e43a270f-4f88-4789-a0b8-7aba56677743,"diesel production, synthetic, Fischer Tropsch process, hydrogen from wood gasification, with CCS, energy allocation"
Nitrogen oxides,air::urban air close to ground,3.19e-05,d068f3e2-b033-417b-a359-ca4f25da9731,"diesel production, synthetic, Fischer Tropsch process, hydrogen from wood gasification, with CCS, energy allocation"
"PAH, polycyclic aromatic hydrocarbons",air::urban air close to ground,1.82e-09,9d1efa17-070a-4602-a65f-daf5056b0647,"diesel production, synthetic, Fischer Tropsch process, hydrogen from wood gasification, with CCS, energy allocation"
"Particulate Matter, < 2.5 um",air::urban air close to ground,2.87e-07,230d8a0a-517c-43fe-8357-1818dd12997a,"diesel production, synthetic, Fischer Tropsch process, hydrogen from wood gasification, with CCS, energy allocation"
Pentane,air::urban air close to ground,1.19e-09,0b9698ec-8b52-4986-8f9f-ad30915aa00c,"diesel production, synthetic, Fischer Tropsch process, hydrogen from wood gasification, with CCS, energy allocation"
Propane,air::urban air close to ground,1.99e-09,98c66fdb-091d-46e9-a533-686f821e8f6a,"diesel production, synthetic, Fischer Tropsch process, hydrogen from wood gasification, with CCS, energy allocation"
Selenium IV,air::urban air close to ground,2.33e-12,a79be2ee-ac83-4328-a136-a34ba1f99089,"diesel production, synthetic, Fischer Tropsch process, hydrogen from wood gasification, with CCS, energy allocation"
Styrene,air::urban air close to ground,1.11e-08,d85a44cb-8407-4997-a146-581e4f35f39d,"diesel production, synthetic, Fischer Tropsch process, hydrogen from wood gasification, with CCS, energy allocation"
Sulfur dioxide,air::urban air close to ground,3.79e-07,8c52f40c-69b7-4538-8923-b371523c71f5,"diesel production, synthetic, Fischer Tropsch process, hydrogen from wood gasification, with CCS, energy allocation"
Toluene,air::urban air close to ground,1.99e-10,39946c56-cdf6-4a22-9ac9-1cd333b65533,"diesel production, synthetic, Fischer Tropsch process, hydrogen from wood gasification, with CCS, energy allocation"
Zinc II,air::urban air close to ground,4.04e-08,748f22a9-eba4-4726-bef5-92c7442ce189,"diesel production, synthetic, Fischer Tropsch process, hydrogen from wood gasification, with CCS, energy allocation"
m-Xylene,air::urban air close to ground,1.95e-08,10571d92-ea97-4ac6-adb6-b25893a631cb,"diesel production, synthetic, Fischer Tropsch process, hydrogen from wood gasification, with CCS, energy allocation"
o-Xylene,air::urban air close to ground,7.96e-09,5a6eb27d-9157-46d5-be32-92bbd543ada9,"diesel production, synthetic, Fischer Tropsch process, hydrogen from wood gasification, with CCS, energy allocation"
Acetaldehyde,air::urban air close to ground,9.09e-08,5ad58fcc-e9ba-4155-a3c9-e4ffb3065a6f,"diesel production, synthetic, Fischer Tropsch process, hydrogen from electrolysis, energy allocation"
Acrolein,air::urban air close to ground,3.52e-08,7ed6dc0d-9c2e-4046-a44b-e8a708c2081e,"diesel production, synthetic, Fischer Tropsch process, hydrogen from electrolysis, energy allocation"
Ammonia,air::urban air close to ground,2.28e-07,9990b51b-7023-4700-bca0-1a32ef921f74,"diesel production, synthetic, Fischer Tropsch process, hydrogen from electrolysis, energy allocation"
Arsenic ion,air::urban air close to ground,2.33e-12,f4d0a2c8-efef-4188-85da-5801097389a2,"diesel production, synthetic, Fischer Tropsch process, hydrogen from electrolysis, energy allocation"
Benzaldehyde,air::urban air close to ground,2.72e-08,fe65f7e4-ee5b-4a6f-9d60-6c2f829dca3f,"diesel production, synthetic, Fischer Tropsch process, hydrogen from electrolysis, energy allocation"
Benzene,air::urban air close to ground,1.39e-09,1bb6a502-3ff9-4a79-835c-5588b855f1f5,"diesel production, synthetic, Fischer Tropsch process, hydrogen from electrolysis, energy allocation"
Butane,air::urban air close to ground,2.98e-09,892f10da-7bf2-42b3-b171-221989661a05,"diesel production, synthetic, Fischer Tropsch process, hydrogen from electrolysis, energy allocation"
Cadmium II,air::urban air close to ground,2.02e-10,36e53653-1338-42c7-816c-f6667809e0b1,"diesel production, synthetic, Fischer Tropsch process, hydrogen from electrolysis, energy allocation"
"Carbon dioxide, non-fossil",air::urban air close to ground,0.069708852,73ed05cc-9727-4abf-9516-4b5c0fe54a16,"diesel production, synthetic, Fischer Tropsch process, hydrogen from electrolysis, energy allocation"
"Carbon monoxide, non-fossil",air::urban air close to ground,6.35e-05,9afa0173-ecbd-4f2c-9c5c-b3128a032812,"diesel production, synthetic, Fischer Tropsch process, hydrogen from electrolysis, energy allocation"
Chromium III,air::urban air close to ground,6.98e-10,7705f0e1-5b14-44f4-b330-1245b5c7fc08,"diesel production, synthetic, Fischer Tropsch process, hydrogen from electrolysis, energy allocation"
Chromium VI,air::urban air close to ground,1.4e-12,7a59e8d5-cd11-4ee7-b1ca-30979d2b0b3a,"diesel production, synthetic, Fischer Tropsch process, hydrogen from electrolysis, energy allocation"
Copper ion,air::urban air close to ground,4.93e-10,88cde01c-df69-40bb-9b14-6eac71bea5b8,"diesel production, synthetic, Fischer Tropsch process, hydrogen from electrolysis, energy allocation"
Dinitrogen monoxide,air::urban air close to ground,3.8e-06,6dc1b46f-ee89-4495-95c4-b8a637bcd6cb,"diesel production, synthetic, Fischer Tropsch process, hydrogen from electrolysis, energy allocation"
Ethane,air::urban air close to ground,5.97e-10,9ea11aea-7cb7-4b38-b936-a42c2a4bac97,"diesel production, synthetic, Fischer Tropsch process, hydrogen from electrolysis, energy allocation"
Formaldehyde,air::urban air close to ground,1.67e-07,20664d0e-24e3-4daa-8c5c-2ade6e0c2723,"diesel production, synthetic, Fischer Tropsch process, hydrogen from electrolysis, energy allocation"
Heptane,air::urban air close to ground,5.97e-09,f4bb66f1-c78c-409f-8368-85c1205a3573,"diesel production, synthetic, Fischer Tropsch process, hydrogen from electrolysis, energy allocation"
Lead II,air::urban air close to ground,1.21e-09,6a903634-c97f-4c49-a7c0-88f0e6ac7a23,"diesel production, synthetic, Fischer Tropsch process, hydrogen from electrolysis, energy allocation"
Mercury II,air::urban air close to ground,1.23e-10,a850e6de-a007-432f-be7f-ce6e2cf1f2ae,"diesel production, synthetic, Fischer Tropsch process, hydrogen from electrolysis, energy allocation"
"Methane, non-fossil",air::urban air close to ground,4.89e-08,baf58fc9-573c-419c-8c16-831ac03203b9,"diesel production, synthetic, Fischer Tropsch process, hydrogen from electrolysis, energy allocation"
"NMVOC, non-methane volatile organic compounds",air::urban air close to ground,1.62e-06,175baa64-d985-4c5e-84ef-67cc3a1cf952,"diesel production, synthetic, Fischer Tropsch process, hydrogen from electrolysis, energy allocation"
Nickel II,air::urban air close to ground,2.05e-10,e43a270f-4f88-4789-a0b8-7aba56677743,"diesel production, synthetic, Fischer Tropsch process, hydrogen from electrolysis, energy allocation"
Nitrogen oxides,air::urban air close to ground,3.19e-05,d068f3e2-b033-417b-a359-ca4f25da9731,"diesel production, synthetic, Fischer Tropsch process, hydrogen from electrolysis, energy allocation"
"PAH, polycyclic aromatic hydrocarbons",air::urban air close to ground,1.82e-09,9d1efa17-070a-4602-a65f-daf5056b0647,"diesel production, synthetic, Fischer Tropsch process, hydrogen from electrolysis, energy allocation"
"Particulate Matter, < 2.5 um",air::urban air close to ground,2.87e-07,230d8a0a-517c-43fe-8357-1818dd12997a,"diesel production, synthetic, Fischer Tropsch process, hydrogen from electrolysis, energy allocation"
Pentane,air::urban air close to ground,1.19e-09,0b9698ec-8b52-4986-8f9f-ad30915aa00c,"diesel production, synthetic, Fischer Tropsch process, hydrogen from electrolysis, energy allocation"
Propane,air::urban air close to ground,1.99e-09,98c66fdb-091d-46e9-a533-686f821e8f6a,"diesel production, synthetic, Fischer Tropsch process, hydrogen from electrolysis, energy allocation"
Selenium IV,air::urban air close to ground,2.33e-12,a79be2ee-ac83-4328-a136-a34ba1f99089,"diesel production, synthetic, Fischer Tropsch process, hydrogen from electrolysis, energy allocation"
Styrene,air::urban air close to ground,1.11e-08,d85a44cb-8407-4997-a146-581e4f35f39d,"diesel production, synthetic, Fischer Tropsch process, hydrogen from electrolysis, energy allocation"
Sulfur dioxide,air::urban air close to ground,3.79e-07,8c52f40c-69b7-4538-8923-b371523c71f5,"diesel production, synthetic, Fischer Tropsch process, hydrogen from electrolysis, energy allocation"
Toluene,air::urban air close to ground,1.99e-10,39946c56-cdf6-4a22-9ac9-1cd333b65533,"diesel production, synthetic, Fischer Tropsch process, hydrogen from electrolysis, energy allocation"
Zinc II,air::urban air close to ground,4.04e-08,748f22a9-eba4-4726-bef5-92c7442ce189,"diesel production, synthetic, Fischer Tropsch process, hydrogen from electrolysis, energy allocation"
m-Xylene,air::urban air close to ground,1.95e-08,10571d92-ea97-4ac6-adb6-b25893a631cb,"diesel production, synthetic, Fischer Tropsch process, hydrogen from electrolysis, energy allocation"
o-Xylene,air::urban air close to ground,7.96e-09,5a6eb27d-9157-46d5-be32-92bbd543ada9,"diesel production, synthetic, Fischer Tropsch process, hydrogen from electrolysis, energy allocation"
Acetaldehyde,air::urban air close to ground,9.09e-08,5ad58fcc-e9ba-4155-a3c9-e4ffb3065a6f,"diesel production, synthetic, Fischer Tropsch process, hydrogen from electrolysis, VRE inputs, energy allocation"
Acrolein,air::urban air close to ground,3.52e-08,7ed6dc0d-9c2e-4046-a44b-e8a708c2081e,"diesel production, synthetic, Fischer Tropsch process, hydrogen from electrolysis, VRE inputs, energy allocation"
Ammonia,air::urban air close to ground,2.28e-07,9990b51b-7023-4700-bca0-1a32ef921f74,"diesel production, synthetic, Fischer Tropsch process, hydrogen from electrolysis, VRE inputs, energy allocation"
Arsenic ion,air::urban air close to ground,2.33e-12,f4d0a2c8-efef-4188-85da-5801097389a2,"diesel production, synthetic, Fischer Tropsch process, hydrogen from electrolysis, VRE inputs, energy allocation"
Benzaldehyde,air::urban air close to ground,2.72e-08,fe65f7e4-ee5b-4a6f-9d60-6c2f829dca3f,"diesel production, synthetic, Fischer Tropsch process, hydrogen from electrolysis, VRE inputs, energy allocation"
Benzene,air::urban air close to ground,1.39e-09,1bb6a502-3ff9-4a79-835c-5588b855f1f5,"diesel production, synthetic, Fischer Tropsch process, hydrogen from electrolysis, VRE inputs, energy allocation"
Butane,air::urban air close to ground,2.98e-09,892f10da-7bf2-42b3-b171-221989661a05,"diesel production, synthetic, Fischer Tropsch process, hydrogen from electrolysis, VRE inputs, energy allocation"
Cadmium II,air::urban air close to ground,2.02e-10,36e53653-1338-42c7-816c-f6667809e0b1,"diesel production, synthetic, Fischer Tropsch process, hydrogen from electrolysis, VRE inputs, energy allocation"
"Carbon dioxide, non-fossil",air::urban air close to ground,0.069708852,73ed05cc-9727-4abf-9516-4b5c0fe54a16,"diesel production, synthetic, Fischer Tropsch process, hydrogen from electrolysis, VRE inputs, energy allocation"
"Carbon monoxide, non-fossil",air::urban air close to ground,6.35e-05,9afa0173-ecbd-4f2c-9c5c-b3128a032812,"diesel production, synthetic, Fischer Tropsch process, hydrogen from electrolysis, VRE inputs, energy allocation"
Chromium III,air::urban air close to ground,6.98e-10,7705f0e1-5b14-44f4-b330-1245b5c7fc08,"diesel production, synthetic, Fischer Tropsch process, hydrogen from electrolysis, VRE inputs, energy allocation"
Chromium VI,air::urban air close to ground,1.4e-12,7a59e8d5-cd11-4ee7-b1ca-30979d2b0b3a,"diesel production, synthetic, Fischer Tropsch process, hydrogen from electrolysis, VRE inputs, energy allocation"
Copper ion,air::urban air close to ground,4.93e-10,88cde01c-df69-40bb-9b14-6eac71bea5b8,"diesel production, synthetic, Fischer Tropsch process, hydrogen from electrolysis, VRE inputs, energy allocation"
Dinitrogen monoxide,air::urban air close to ground,3.8e-06,6dc1b46f-ee89-4495-95c4-b8a637bcd6cb,"diesel production, synthetic, Fischer Tropsch process, hydrogen from electrolysis, VRE inputs, energy allocation"
Ethane,air::urban air close to ground,5.97e-10,9ea11aea-7cb7-4b38-b936-a42c2a4bac97,"diesel production, synthetic, Fischer Tropsch process, hydrogen from electrolysis, VRE inputs, energy allocation"
Formaldehyde,air::urban air close to ground,1.67e-07,20664d0e-24e3-4daa-8c5c-2ade6e0c2723,"diesel production, synthetic, Fischer Tropsch process, hydrogen from electrolysis, VRE inputs, energy allocation"
Heptane,air::urban air close to ground,5.97e-09,f4bb66f1-c78c-409f-8368-85c1205a3573,"diesel production, synthetic, Fischer Tropsch process, hydrogen from electrolysis, VRE inputs, energy allocation"
Lead II,air::urban air close to ground,1.21e-09,6a903634-c97f-4c49-a7c0-88f0e6ac7a23,"diesel production, synthetic, Fischer Tropsch process, hydrogen from electrolysis, VRE inputs, energy allocation"
Mercury II,air::urban air close to ground,1.23e-10,a850e6de-a007-432f-be7f-ce6e2cf1f2ae,"diesel production, synthetic, Fischer Tropsch process, hydrogen from electrolysis, VRE inputs, energy allocation"
"Methane, non-fossil",air::urban air close to ground,4.89e-08,baf58fc9-573c-419c-8c16-831ac03203b9,"diesel production, synthetic, Fischer Tropsch process, hydrogen from electrolysis, VRE inputs, energy allocation"
"NMVOC, non-methane volatile organic compounds",air::urban air close to ground,1.62e-06,175baa64-d985-4c5e-84ef-67cc3a1cf952,"diesel production, synthetic, Fischer Tropsch process, hydrogen from electrolysis, VRE inputs, energy allocation"
Nickel II,air::urban air close to ground,2.05e-10,e43a270f-4f88-4789-a0b8-7aba56677743,"diesel production, synthetic, Fischer Tropsch process, hydrogen from electrolysis, VRE inputs, energy allocation"
Nitrogen oxides,air::urban air close to ground,3.19e-05,d068f3e2-b033-417b-a359-ca4f25da9731,"diesel production, synthetic, Fischer Tropsch process, hydrogen from electrolysis, VRE inputs, energy allocation"
"PAH, polycyclic aromatic hydrocarbons",air::urban air close to ground,1.82e-09,9d1efa17-070a-4602-a65f-daf5056b0647,"diesel production, synthetic, Fischer Tropsch process, hydrogen from electrolysis, VRE inputs, energy allocation"
"Particulate Matter, < 2.5 um",air::urban air close to ground,2.87e-07,230d8a0a-517c-43fe-8357-1818dd12997a,"diesel production, synthetic, Fischer Tropsch process, hydrogen from electrolysis, VRE inputs, energy allocation"
Pentane,air::urban air close to ground,1.19e-09,0b9698ec-8b52-4986-8f9f-ad30915aa00c,"diesel production, synthetic, Fischer Tropsch process, hydrogen from electrolysis, VRE inputs, energy allocation"
Propane,air::urban air close to ground,1.99e-09,98c66fdb-091d-46e9-a533-686f821e8f6a,"diesel production, synthetic, Fischer Tropsch process, hydrogen from electrolysis, VRE inputs, energy allocation"
Selenium IV,air::urban air close to ground,2.33e-12,a79be2ee-ac83-4328-a136-a34ba1f99089,"diesel production, synthetic, Fischer Tropsch process, hydrogen from electrolysis, VRE inputs, energy allocation"
Styrene,air::urban air close to ground,1.11e-08,d85a44cb-8407-4997-a146-581e4f35f39d,"diesel production, synthetic, Fischer Tropsch process, hydrogen from electrolysis, VRE inputs, energy allocation"
Sulfur dioxide,air::urban air close to ground,3.79e-07,8c52f40c-69b7-4538-8923-b371523c71f5,"diesel production, synthetic, Fischer Tropsch process, hydrogen from electrolysis, VRE inputs, energy allocation"
Toluene,air::urban air close to ground,1.99e-10,39946c56-cdf6-4a22-9ac9-1cd333b65533,"diesel production, synthetic, Fischer Tropsch process, hydrogen from electrolysis, VRE inputs, energy allocation"
Zinc II,air::urban air close to ground,4.04e-08,748f22a9-eba4-4726-bef5-92c7442ce189,"diesel production, synthetic, Fischer Tropsch process, hydrogen from electrolysis, VRE inputs, energy allocation"
m-Xylene,air::urban air close to ground,1.95e-08,10571d92-ea97-4ac6-adb6-b25893a631cb,"diesel production, synthetic, Fischer Tropsch process, hydrogen from electrolysis, VRE inputs, energy allocation"
o-Xylene,air::urban air close to ground,7.96e-09,5a6eb27d-9157-46d5-be32-92bbd543ada9,"diesel production, synthetic, Fischer Tropsch process, hydrogen from electrolysis, VRE inputs, energy allocation"
Cadmium II,air::lower stratosphere + upper troposphere,2.12e-10,dd1bbaa1-d1f1-4584-aeb2-6f02bfb04e87,"kerosene production, synthetic, Fischer Tropsch process, from natural gas, energy allocation"
Cadmium II,air::non-urban air or from high stacks,2.06e-11,e2d58f90-9aac-4ac4-87f7-bbd6cfc358e3,"kerosene production, synthetic, Fischer Tropsch process, from natural gas, energy allocation"
"Carbon dioxide, fossil",air::lower stratosphere + upper troposphere,0.066068584,16eeda8a-1ea2-408e-ab37-2648495058dd,"kerosene production, synthetic, Fischer Tropsch process, from natural gas, energy allocation"
"Carbon dioxide, fossil",air::non-urban air or from high stacks,0.006412036,aa7cac3a-3625-41d4-bc54-33e2cf11ec46,"kerosene production, synthetic, Fischer Tropsch process, from natural gas, energy allocation"
"Carbon monoxide, fossil",air::lower stratosphere + upper troposphere,4.96e-05,a3beb5ac-5149-47f6-a035-53fc5030f10a,"kerosene production, synthetic, Fischer Tropsch process, from natural gas, energy allocation"
"Carbon monoxide, fossil",air::non-urban air or from high stacks,4.82e-06,099b36ab-4c03-4587-87f4-2f81e337afb8,"kerosene production, synthetic, Fischer Tropsch process, from natural gas, energy allocation"
Chromium III,air::lower stratosphere + upper troposphere,1.06e-09,2a5ed451-12a2-47db-b4dc-fa0bfbc01d79,"kerosene production, synthetic, Fischer Tropsch process, from natural gas, energy allocation"
Chromium III,air::non-urban air or from high stacks,1.03e-10,4d40d8e3-9bc7-4ab1-ac5c-4f4a76fda8e5,"kerosene production, synthetic, Fischer Tropsch process, from natural gas, energy allocation"
Copper ion,air::lower stratosphere + upper troposphere,3.6e-08,3573a5af-88f8-4f74-ade7-cd269cbc4e66,"kerosene production, synthetic, Fischer Tropsch process, from natural gas, energy allocation"
Copper ion,air::non-urban air or from high stacks,3.5e-09,e336eee7-148a-4d1c-8027-780cbfafa12b,"kerosene production, synthetic, Fischer Tropsch process, from natural gas, energy allocation"
Lead II,air::lower stratosphere + upper troposphere,4.24e-07,fe4613d7-1ed8-427d-9b06-c8e8f4f5e1b1,"kerosene production, synthetic, Fischer Tropsch process, from natural gas, energy allocation"
Lead II,air::non-urban air or from high stacks,4.11e-08,2718482b-8399-442e-b89a-52fbcc22d2e6,"kerosene production, synthetic, Fischer Tropsch process, from natural gas, energy allocation"
Mercury II,air::lower stratosphere + upper troposphere,1.48e-12,48aa661d-be05-4c24-94fe-8d6feb3dcb31,"kerosene production, synthetic, Fischer Tropsch process, from natural gas, energy allocation"
Mercury II,air::non-urban air or from high stacks,1.44e-13,5ec9c16a-959d-44cd-be7d-a935727d2151,"kerosene production, synthetic, Fischer Tropsch process, from natural gas, energy allocation"
"NMVOC, non-methane volatile organic compounds",air::lower stratosphere + upper troposphere,4.93e-06,36c96aed-9335-4564-8cdd-46f01a13700c,"kerosene production, synthetic, Fischer Tropsch process, from natural gas, energy allocation"
"NMVOC, non-methane volatile organic compounds",air::non-urban air or from high stacks,4.78e-07,33b38ccb-593b-4b11-b965-10d747ba3556,"kerosene production, synthetic, Fischer Tropsch process, from natural gas, energy allocation"
Nickel II,air::lower stratosphere + upper troposphere,1.48e-09,0545c382-2312-43b6-9ec3-63dbb1438565,"kerosene production, synthetic, Fischer Tropsch process, from natural gas, energy allocation"
Nickel II,air::non-urban air or from high stacks,1.44e-10,e8fc62ba-678e-4706-97d2-b79d83e227d5,"kerosene production, synthetic, Fischer Tropsch process, from natural gas, energy allocation"
Nitrogen oxides,air::lower stratosphere + upper troposphere,0.000300067,4841a0fe-c250-4a39-94a1-1bc31426c0f1,"kerosene production, synthetic, Fischer Tropsch process, from natural gas, energy allocation"
Nitrogen oxides,air::non-urban air or from high stacks,2.91e-05,77357947-ccc5-438e-9996-95e65e1e1bce,"kerosene production, synthetic, Fischer Tropsch process, from natural gas, energy allocation"
"Particulate Matter, < 2.5 um",air::lower stratosphere + upper troposphere,3.9e-06,ddd99a3a-be86-423d-b36a-a9dc8af1b1f8,"kerosene production, synthetic, Fischer Tropsch process, from natural gas, energy allocation"
"Particulate Matter, < 2.5 um",air::non-urban air or from high stacks,3.78e-07,66f50b33-fd62-4fdd-a373-c5b0de7de00d,"kerosene production, synthetic, Fischer Tropsch process, from natural gas, energy allocation"
Selenium IV,air::lower stratosphere + upper troposphere,2.12e-10,fbfabc26-84d9-46cd-9d1b-1a0060325b64,"kerosene production, synthetic, Fischer Tropsch process, from natural gas, energy allocation"
Selenium IV,air::non-urban air or from high stacks,2.06e-11,e6551223-73b6-4289-b841-c5cdeb25abd9,"kerosene production, synthetic, Fischer Tropsch process, from natural gas, energy allocation"
Sulfur dioxide,air::lower stratosphere + upper troposphere,1.78e-05,16521d00-4b6f-464f-b5dd-8da4a27b15ca,"kerosene production, synthetic, Fischer Tropsch process, from natural gas, energy allocation"
Sulfur dioxide,air::non-urban air or from high stacks,1.73e-06,78c3efe4-421c-4d30-82e4-b97ac5124993,"kerosene production, synthetic, Fischer Tropsch process, from natural gas, energy allocation"
Water,air::lower stratosphere + upper troposphere,1.62e-07,f14b59ff-d438-442d-8bad-b53694b8263a,"kerosene production, synthetic, Fischer Tropsch process, from natural gas, energy allocation"
Water,air::non-urban air or from high stacks,1.57e-08,09872080-d143-4fb1-a3a5-647b077107ff,"kerosene production, synthetic, Fischer Tropsch process, from natural gas, energy allocation"
Zinc II,air::lower stratosphere + upper troposphere,2.12e-07,87a69874-34f9-4070-a525-aa301ab2634b,"kerosene production, synthetic, Fischer Tropsch process, from natural gas, energy allocation"
Zinc II,air::non-urban air or from high stacks,2.06e-08,ada3ecfe-8244-4389-bcce-e83ca4f66e09,"kerosene production, synthetic, Fischer Tropsch process, from natural gas, energy allocation"
Cadmium II,air::lower stratosphere + upper troposphere,2.12e-10,dd1bbaa1-d1f1-4584-aeb2-6f02bfb04e87,"kerosene production, synthetic, Fischer Tropsch process, from natural gas, energy allocation, with carbon capture and storage"
Cadmium II,air::non-urban air or from high stacks,2.06e-11,e2d58f90-9aac-4ac4-87f7-bbd6cfc358e3,"kerosene production, synthetic, Fischer Tropsch process, from natural gas, energy allocation, with carbon capture and storage"
